run,obs_timestep,server_rtc_enabled,server_rtc_real_delay,current_p,server_first_p,server_end_p,server_max_p,image_variant,offline_first_mean,offline_end_mean,offline_max_mean,delta_end_server_minus_offline,delta_first_server_minus_offline,offline_end_minus_current_p,server_end_minus_current_p
recorded_obs-0629-02,101,True,3.0,0.829137321283978,0.8518684123522743,0.9128549549780988,0.9515084458389392,server_jpeg_bgr_q90,0.8512971568942209,0.7811795313223527,0.924607213116371,0.13167542365574603,0.0005712554580533658,-0.04795778996162525,0.08371763369412077
recorded_obs-0629-02,103,True,3.0,0.8364970751014296,0.8464189755109264,0.7523897735398748,0.9543800771505313,saved_rgb,0.8545508679201074,0.6669150272369067,0.8934471495706953,0.08547474630296814,-0.008131892409180996,-0.1695820478645229,-0.08410730156155477
recorded_obs-0629-02,103,True,3.0,0.8364970751014296,0.8464189755109264,0.7523897735398748,0.9543800771505313,server_jpeg_bgr_q90,0.8570729178278509,0.6768623091465651,0.9119438884374708,0.0755274643933097,-0.010653942316924514,-0.15963476595486448,-0.08410730156155477
recorded_obs-0629-02,118,True,3.0,0.839575364062555,0.8439441397611235,0.71722956585019,0.9654912449782521,saved_rgb,0.8520009991164159,0.674619005127875,0.9364781536994735,0.04261056072231506,-0.008056859355292434,-0.16495635893467997,-0.12234579821236491
recorded_obs-0629-02,118,True,3.0,0.839575364062555,0.8439441397611235,0.71722956585019,0.9654912449782521,server_jpeg_bgr_q90,0.8531368415098181,0.6687299478960496,0.9441027142362748,0.048499617954140484,-0.009192701748694576,-0.1708454161665054,-0.12234579821236491
recorded_obs-0629-02,120,True,3.0,0.8640264523567613,0.8809385526720017,0.44882059628335386,0.9421227938874513,saved_rgb,0.8714637092338329,0.7665731981129288,0.9469556298641624,-0.31775260182957493,0.009474843438168845,-0.09745325424383255,-0.4152058560734075
recorded_obs-0629-02,120,True,3.0,0.8640264523567613,0.8809385526720017,0.44882059628335386,0.9421227938874513,server_jpeg_bgr_q90,0.8692987326368057,0.7099856512583124,0.9424773135192789,-0.2611650549749585,0.011639820035196036,-0.15404080109844898,-0.4152058560734075
recorded_obs-0629-02,135,True,3.0,0.9139146317769091,0.9422513876023584,0.8378002617999344,0.9807181998746861,saved_rgb,0.9253004647907227,0.8063981815899635,0.9561860138863654,0.03140208020997093,0.016950922811635682,-0.10751645018694567,-0.07611436997697474
recorded_obs-0629-02,135,True,3.0,0.9139146317769091,0.9422513876023584,0.8378002617999344,0.9807181998746861,server_jpeg_bgr_q90,0.928733818772846,0.8281977541789246,0.9652758044108781,0.009602507621009782,0.013517568829512383,-0.08571687759798452,-0.07611436997697474
recorded_obs-0629-02,137,True,3.0,0.9136436294925844,0.9028036337019321,0.7256151461452799,0.984103267944017,saved_rgb,0.9284742417599346,0.8420608300746958,0.9621100975926711,-0.1164456839294159,-0.025670608058002586,-0.07158279941788859,-0.1880284833473045
